appid,nombre,genero_steamspy,tags,owners_estimado,promedio_horas,precio,hltb_name,main_story,main_extra,completionist
731680,遇见猎人,RPG,[],"0 .. 20,000",0,99,,,,
908400,Age Of Forays,RPG,[],"0 .. 20,000",0,199,,,,
916260,Cyclones Playground,RPG,[],"0 .. 20,000",0,199,,,,
763950,T-Rex Time Machine,RPG,[],"0 .. 20,000",0,499,,,,
1150500,Voidspace,RPG,[],"0 .. 20,000",0,1299,,,,
346340,Gran Vitreous,RPG,[],"0 .. 20,000",0,499,Gran Vitreous,0.0,0.0,0.0
789050,Paradise,RPG,[],"0 .. 20,000",0,199,Paradise,9.29,17.3,29.0
916940,利刃 (Blade),RPG,[],"0 .. 20,000",0,0,,,,
1878190,Caribbean Marque,RPG,[],"0 .. 20,000",0,599,,,,
893170,MYSTERY HOUSE : SECRET STEALTH,RPG,[],"0 .. 20,000",0,299,,,,
1492190,Orbi's chronicles,RPG,[],"0 .. 20,000",0,399,,,,
1221890,SCP: One More Life,RPG,[],"0 .. 20,000",0,399,,,,
1139000,幸存者 / The Survivor,RPG,[],"0 .. 20,000",0,279,,,,
612670,Moonfall,RPG,[],"0 .. 20,000",0,0,Moonfall,0.0,11.37,0.0
464380,Best of Us,RPG,[],"0 .. 20,000",0,499,,,,
1139920,VR垃圾分类_Refuse classification,RPG,[],"0 .. 20,000",0,1699,,,,
847230,Turn-Based Champion,RPG,[],"0 .. 20,000",0,399,Turn-Based Champion,0.0,0.0,0.0
1203960,Other Realms: Dwarves & more Dwarves,RPG,[],"0 .. 20,000",0,1599,,,,
1520460,Adventure Field 4,RPG,[],"0 .. 20,000",0,999,,,,
848890,Afelhem,RPG,[],"0 .. 20,000",0,999,,,,
556520,Housekeeping VR,RPG,[],"0 .. 20,000",0,499,,,,
1040610,Zero One / 杀戮世界,RPG,[],"0 .. 20,000",0,199,,,,
1175930,Ray Eager,RPG,[],"0 .. 20,000",0,999,,,,
992620,妖怪俱乐部 Demon Club,RPG,[],"0 .. 20,000",0,699,,,,
542410,True Blades,RPG,[],"0 .. 20,000",0,2499,,,,
813970,Urban - Episode 1,RPG,[],"0 .. 20,000",0,99,,,,
911500,Antox vs. Free Radicals,RPG,[],"0 .. 20,000",0,99,Antox vs. Free Radicals,0.0,0.0,0.0
1073770,XANARTHRAXIA,RPG,[],"0 .. 20,000",0,99,,,,
548020,Warmada,RPG,[],"0 .. 20,000",0,499,,,,
944740,三国虎将传VR2-Sanguo Warriors VR2,RPG,[],"0 .. 20,000",0,499,,,,
570810,Rage Quest: The Worst Game,RPG,[],"0 .. 20,000",0,299,Rage Quest: The Worst Game,3.4,0.0,0.0
573270,Alcatraz: VR Escape Room,RPG,[],"0 .. 20,000",0,499,Alcatraz: VR Escape Room,0.0,0.0,0.0
691980,Fortune's Tavern - Remastered,RPG,[],"0 .. 20,000",0,599,,,,
659000,Meta Star,RPG,[],"0 .. 20,000",0,0,Meta Star,0.0,0.0,0.0
715410,Signs Of Darkness,RPG,[],"0 .. 20,000",0,1999,Signs Of Darkness,0.0,0.0,0.0
924020,Spellrune: Realm of Portals,RPG,[],"0 .. 20,000",0,199,,,,
703000,"Beer, Babes and Dragons",RPG,[],"0 .. 20,000",0,199,,,,
3096890,Starvania - Tales Of The Past,RPG,[],"0 .. 20,000",0,199,,,,
1885860,Sword of Jade: Parallel Dreams,RPG,[],"0 .. 20,000",0,999,,,,
1270360,Chicken TESTROOMS,RPG,[],"0 .. 20,000",0,299,,,,
1871840,Eyo - Jump 'n' Run RPG,RPG,[],"0 .. 20,000",0,499,,,,
2617300,Discrete Heart - 离散之心,RPG,[],"0 .. 20,000",0,299,,,,
2259290,The Seven Awakenings: I Randall,RPG,[],"0 .. 20,000",0,0,,,,
2191220,Magical Kingdom Fantasy,RPG,[],"0 .. 20,000",0,299,,,,
1987330,Cyberpoly,RPG,[],"0 .. 20,000",0,1299,,,,
2715970,Last Definitive Fantasy,RPG,[],"0 .. 20,000",0,79,,,,
666600,Zombie Town,RPG,[],"0 .. 20,000",0,99,Zombie Town,0.0,0.0,0.0
2903680,有请祖师爷,RPG,[],"0 .. 20,000",0,0,,,,
330880,Redemption,RPG,[],"0 .. 20,000",0,1499,Red Dead Redemption 2,50.74,84.6,193.94
359300,Death Pirate,RPG,[],"0 .. 20,000",0,399,Death Pirate,0.0,0.0,0.0
861580,Delve,RPG,[],"0 .. 20,000",0,99,Delver,1.77,7.74,0.0
325430,Metaverse,RPG,[],"0 .. 20,000",0,1999,Metaverse,0.0,0.0,0.0
1855620,Intimate Relationship,RPG,[],"0 .. 20,000",0,131,,,,
997310,Rolly's Adventure,RPG,[],"0 .. 20,000",0,99,,,,
1988960,Game Of The Dead,RPG,[],"0 .. 20,000",0,499,Dead Island: Definitive Edition,15.76,24.2,51.31
3150600,OKIRO,RPG,[],"0 .. 20,000",0,399,,,,
1906800,Legend of Radiance,RPG,[],"0 .. 20,000",0,499,,,,
949680,Fantasy Monarch,RPG,[],"0 .. 20,000",0,0,,,,
496510,M.EXE,RPG,[],"0 .. 20,000",0,0,,,,
867470,Albedon Wars,RPG,[],"0 .. 20,000",0,2499,,,,
804230,Mystery of Melody Memorial,RPG,[],"0 .. 20,000",0,479,,,,
2860670,Souls of Shadow,RPG,[],"0 .. 20,000",0,1099,,,,
1637540,The Village,RPG,[],"0 .. 20,000",0,99,The Village,0.0,0.0,0.0
1287860,The Harrowed,RPG,[],"0 .. 20,000",0,299,,,,
2824470,Angry stone,RPG,[],"0 .. 20,000",0,3999,,,,
1584950,Park Story,RPG,[],"0 .. 20,000",0,1999,Park Story,0.0,0.0,0.0
2719400,BadDool,RPG,[],"0 .. 20,000",0,299,,,,
3318120,Underway (Remastered),RPG,[],"0 .. 20,000",0,79,,,,
1459160,Dark Cave,RPG,[],"0 .. 20,000",0,999,Dark Scavenger,4.1,4.82,5.72
1115820,MIND SWITCH,RPG,[],"0 .. 20,000",0,0,,,,
1262450,Blaster Squad,RPG,[],"0 .. 20,000",0,199,,,,
1313340,Epocria,RPG,[],"0 .. 20,000",0,499,,,,
1649500,Sundermead,RPG,[],"0 .. 20,000",0,299,,,,
1579200,Renova,RPG,[],"0 .. 20,000",0,899,Hotel Renovator,11.22,16.68,16.72
897270,无法传达的话语（Words cannot convey）,RPG,[],"0 .. 20,000",0,199,,,,
2261280,Dark City,RPG,[],"0 .. 20,000",0,199,Grim Legends 3: The Dark City,2.94,4.04,5.57
2751980,"Earth, Fire, And Wind",RPG,[],"0 .. 20,000",0,99,,,,
2697360,Planecraft,RPG,[],"0 .. 20,000",0,0,,,,
1973470,Before The Kingdom Falls,RPG,[],"0 .. 20,000",0,199,,,,
2200240,VR Pterosaur,RPG,[],"0 .. 20,000",0,87,,,,
1534510,Thalassophobia,RPG,[],"0 .. 20,000",0,699,,,,
857890,RuneTech,RPG,[],"0 .. 20,000",0,499,,,,
2120790,Ringborn,RPG,[],"0 .. 20,000",0,1499,,,,
867570,Tower Defense > Red Rose Rising,RPG,[],"0 .. 20,000",0,0,,,,
1622640,Nihilsearch,RPG,[],"0 .. 20,000",0,999,,,,
1033670,Defoliation,RPG,[],"0 .. 20,000",0,799,Defoliation,0.0,0.0,0.0
1755150,"Check, please! : Restaurant Simulator",RPG,[],"0 .. 20,000",0,0,,,,
2071560,Modern Fantasy - Urban Legends,RPG,[],"0 .. 20,000",0,99,Modern Fantasy - Urban Legends,0.0,0.0,0.0
958300,Cute Girls 可爱的女孩,RPG,[],"0 .. 20,000",0,159,,,,
702430,SCHOOL SIMULATOR MULTIPLAYER,RPG,[],"0 .. 20,000",0,999,,,,
1680620,Tree of Mu,RPG,[],"0 .. 20,000",0,999,Streets of Kamurocho,0.37,0.53,0.54
752800,Mysterious Realms RPG,RPG,[],"0 .. 20,000",0,599,Mysterious Realms RPG,0.0,0.0,0.0
1221990,Chronicle: Unit Eight,RPG,[],"0 .. 20,000",0,1499,,,,
529790,Gone with the Demon,RPG,[],"0 .. 20,000",0,1499,,,,
327960,Journey of the King,RPG,[],"0 .. 20,000",0,199,Journey of the King,0.0,0.0,0.0
340140,Elemental World Part 1:Rise Of The Guardians,RPG,[],"0 .. 20,000",0,0,,,,
564720,Werther Quest,RPG,[],"0 .. 20,000",0,399,Werther Quest,0.0,0.0,0.0
2208990,Simulators2023,RPG,[],"0 .. 20,000",0,199,,,,
364260,Warlock's Citadel,RPG,[],"0 .. 20,000",0,0,,,,
1508340,Forsaken Universe,RPG,[],"0 .. 20,000",0,999,,,,
1087610,Red Death: 8Feet,RPG,[],"0 .. 20,000",0,299,,,,
1147370,The Empire's Crisis,RPG,[],"0 .. 20,000",0,299,,,,
1178480,Space Station Invader VR,RPG,[],"0 .. 20,000",0,299,,,,
1167470,Street Jam: The Rise,RPG,[],"0 .. 20,000",0,699,,,,
1197350,Santa's Big Sack,RPG,[],"0 .. 20,000",0,499,,,,
868440,Apostasy,RPG,[],"0 .. 20,000",0,999,Apostasy,0.0,0.0,0.0
1732720,周松传,RPG,[],"0 .. 20,000",0,99,,,,
1091040,Sougetsu Ninja: Kikyou,RPG,[],"0 .. 20,000",0,0,,,,
1066200,The Brink 尘与土,RPG,[],"0 .. 20,000",0,0,,,,
1417020,Toad On Fire,RPG,[],"0 .. 20,000",0,299,,,,
1865650,Aldebaran Legend,RPG,[],"0 .. 20,000",0,99,,,,
2138520,I'm a sardine Keita,RPG,[],"0 .. 20,000",0,199,,,,
2914060,Swordsman,RPG,[],"0 .. 20,000",0,2999,Swordsman,0.0,0.0,0.0
2227660,The Pharaoh's Labyrinth,RPG,[],"0 .. 20,000",0,1499,,,,
1756440,Rarity Chase,RPG,[],"0 .. 20,000",0,799,,,,
662990,Eddy紫 ~Eddy Violet~,RPG,[],"0 .. 20,000",0,299,,,,
927190,Doll of Resurrection,RPG,[],"0 .. 20,000",0,399,,,,
2827690,The Carnival Of Company,RPG,[],"0 .. 20,000",0,799,,,,
1093900,神谋,RPG,[],"0 .. 20,000",0,199,,,,
503290,Maraiyum: Rise of the Setting Sun,RPG,[],"0 .. 20,000",0,599,,,,
2456660,Family Adventure,RPG,[],"0 .. 20,000",0,599,,,,
1538040,Horde Slayer,RPG,[],"0 .. 20,000",0,399,,,,
1280910,80S escape,RPG,[],"0 .. 20,000",0,99,,,,
2127660,Zimmer,RPG,[],"0 .. 20,000",0,299,,,,
456090,Dead Some Day,RPG,[],"0 .. 20,000",0,99,,,,
2256290,Roxroria Treasure Island | RPG,RPG,[],"0 .. 20,000",0,1099,,,,
2699890,Battlecry Berserkers,RPG,[],"0 .. 20,000",0,549,,,,
2341600,1414: Crossroads,RPG,[],"0 .. 20,000",0,899,,,,
2240520,Dungeons and Raids,RPG,[],"0 .. 20,000",0,359,,,,
750800,Egress,RPG,[],"0 .. 20,000",0,1499,Egress,0.0,0.0,0.0
1474300,MonCon,RPG,[],"0 .. 20,000",0,2499,,,,
959400,Save Thine Kingdom,RPG,[],"0 .. 20,000",0,999,,,,
847940,Suki's Spooky Romance,RPG,[],"0 .. 20,000",0,199,,,,
1881290,Pluto's Island,RPG,[],"0 .. 20,000",0,1499,,,,
833300,Fantasyland,RPG,[],"0 .. 20,000",0,5999,Fantasyland,0.0,0.0,1.45
2133070,VR Basketball Sweetie,RPG,[],"0 .. 20,000",0,151,,,,
2180410,Dark spell,RPG,[],"0 .. 20,000",0,199,,,,
1939630,Small Test,RPG,[],"0 .. 20,000",0,199,,,,
772340,Showdown at Willow Creek,RPG,[],"0 .. 20,000",0,299,Showdown at Willow Creek,0.0,0.0,0.0
1152480,Death To The Dragon Lord,RPG,[],"0 .. 20,000",0,399,,,,
1118870,Sort Battle: Dungeon,RPG,[],"0 .. 20,000",0,999,,,,
2512910,Girl Travels Forest of Dream,RPG,[],"0 .. 20,000",0,199,,,,
2067240,灵境三国,RPG,[],"0 .. 20,000",0,299,,,,
2778280,DeskPet,RPG,[],"0 .. 20,000",0,199,,,,
866900,Realms of Supremacy,RPG,[],"0 .. 20,000",0,999,,,,
1590680,PandaSG,RPG,[],"0 .. 20,000",0,99,,,,
1034120,GACHIMUCHI The Card Game,RPG,[],"0 .. 20,000",0,99,,,,
1032450,Fallen Hearts,RPG,[],"0 .. 20,000",0,499,,,,
1142070,Paladin Slayer,RPG,[],"0 .. 20,000",0,119,,,,
975600,RogueLite,RPG,[],"0 .. 20,000",0,0,Void Miner - Asteroid Roguelite,2.85,0.0,3.67
696810,EMPYRE: Lords of the Sea Gates,RPG,[],"0 .. 20,000",0,2999,Empyre: Lords of the Sea Gates,0.0,0.0,0.0
985740,同居指南 | Cohabitation Guide,RPG,[],"0 .. 20,000",0,199,,,,
2471770,Dark Bunny,RPG,[],"0 .. 20,000",0,699,,,,
1054520,누가 그녀를 죽였나,RPG,[],"0 .. 20,000",0,299,,,,
692780,Olorun: Theocracy,RPG,[],"0 .. 20,000",0,1699,,,,
1051170,家园（Home Land）,RPG,[],"0 .. 20,000",0,0,,,,
1393340,Battle Hunters,RPG,[],"0 .. 20,000",0,1499,,,,
1429040,Kaputte Kranz Chap1,RPG,[],"0 .. 20,000",0,199,,,,
2805990,Action Fubuki,RPG,[],"0 .. 20,000",0,399,,,,
1721510,Aeternum Quest,RPG,[],"0 .. 20,000",0,999,,,,
1173340,War Trains,RPG,[],"0 .. 20,000",0,999,,,,
1404550,Legend of Xion: Royal Story 赛恩传说：皇家物语,RPG,[],"0 .. 20,000",0,599,,,,
1050660,Noodle Jump,RPG,[],"0 .. 20,000",0,799,,,,
1251840,Roman Way,RPG,[],"0 .. 20,000",0,999,Romance MD: Always On Call,8.1,30.03,0.0
2174210,Sun's Edge,RPG,[],"0 .. 20,000",0,1499,,,,
3294370,Facing the Rain,RPG,[],"0 .. 20,000",0,299,,,,
1880670,OrcVsUndead,RPG,[],"0 .. 20,000",0,99,,,,
1520580,Blood of the Alchemists,RPG,[],"0 .. 20,000",0,999,,,,
785830,ADONIS,RPG,[],"0 .. 20,000",0,1499,,,,
2360860,Killmist Enclave,RPG,[],"0 .. 20,000",0,499,,,,
1827760,Dungeon Death,RPG,[],"0 .. 20,000",0,1099,Deathtrap Dungeon,11.0,0.0,13.58
1308790,鲸走：前篇 Whale Left Part 1,RPG,[],"0 .. 20,000",0,99,,,,
964910,Sunshine & Overcast,RPG,[],"0 .. 20,000",0,0,,,,
1823430,KaraCreate,RPG,[],"0 .. 20,000",0,1600,,,,
3519170,Lets go boy,RPG,[],"0 .. 20,000",0,99,,,,
3431210,Juxtaposition,RPG,[],"0 .. 20,000",0,1899,,,,
2522200,旅者,RPG,[],"0 .. 20,000",0,899,,,,
1204360,Blink Cam,RPG,[],"0 .. 20,000",0,199,,,,
2077190,Bana Simulator,RPG,[],"0 .. 20,000",0,1699,,,,
2337920,Amazo',RPG,[],"0 .. 20,000",0,99,,,,
1094050,INTERSTELLAR ROGUE,RPG,[],"0 .. 20,000",0,499,,,,
1737240,天气,RPG,[],"0 .. 20,000",0,99,,,,
1714380,Pirates of the Sea,RPG,[],"0 .. 20,000",0,1799,The Guild 2: Pirates of the European Seas,11.0,15.0,0.0
1192700,Void Eclipse,RPG,[],"0 .. 20,000",0,2999,,,,
1807960,修真元界  XiuZhen Metaverse,RPG,[],"0 .. 20,000",0,599,,,,
1390650,SimpleProject,RPG,[],"0 .. 20,000",0,99,,,,
1258440,BLIND QUEST - The Enchanted Castle,RPG,[],"0 .. 20,000",0,599,,,,
2516310,真三国割草 DynastyKick,RPG,[],"0 .. 20,000",0,499,,,,
2713640,Skirmish Squad,RPG,[],"0 .. 20,000",0,199,,,,
2318120,Juruna Game,RPG,[],"0 .. 20,000",0,99,,,,
1961040,Zion Survivors,RPG,[],"0 .. 20,000",0,499,,,,
3161520,NecroWorld,RPG,[],"0 .. 20,000",0,1499,,,,
2599260,The Ghosts of Terinor,RPG,[],"0 .. 20,000",0,99,,,,
2469080,Curse of Blood,RPG,[],"0 .. 20,000",0,1999,Bloodstained: Curse of the Moon,2.19,4.73,10.1
3483220,東方ファンタジー ～toho fantasy～,RPG,[],"0 .. 20,000",0,5499,,,,
2384440,Game Master Module,RPG,[],"0 .. 20,000",0,499,,,,
1934550,The Legend of Gandar,RPG,[],"0 .. 20,000",0,499,,,,
3017070,Fireball,RPG,[],"0 .. 20,000",0,99,Fireball,0.0,0.0,0.0
2752490,Battle for Desert City,RPG,[],"0 .. 20,000",0,99,,,,
2299450,Apothecary Hero,RPG,[],"0 .. 20,000",0,599,,,,
3152900,Touhou Fantasy,RPG,[],"0 .. 20,000",0,83,Touhou Makukasai: Fantasy Danmaku Festival,0.75,0.0,0.0
3132010,KEMONOMICHI,RPG,[],"0 .. 20,000",0,799,Animal Trail ☆ Girlish Square,0.0,0.0,5.25
2136770,Dryft City Kyngs,RPG,[],"0 .. 20,000",0,2000,Dryft City Kyngs,6.0,0.0,0.0
3122720,Defiance Survivors,RPG,[],"0 .. 20,000",0,199,,,,
3293020,No More Enemies,RPG,[],"0 .. 20,000",0,478,,,,
3360070,天鶴之戀,RPG,[],"0 .. 20,000",0,99,,,,
3486610,find y,RPG,[],"0 .. 20,000",0,999,Wayfinder,25.08,37.62,59.0
3293040,Crown Simulator - Royal Life simulation,RPG,[],"0 .. 20,000",0,0,,,,
443700,The Inner Sea,RPG,[],"0 .. 20,000",0,1199,,,,
607190,Dark: Frontier,RPG,[],"0 .. 20,000",0,0,,,,
917910,Lucid Path,RPG,[],"0 .. 20,000",0,499,Lucid Path,0.0,3.9,0.0
958130,NEET simulator,RPG,[],"0 .. 20,000",0,199,,,,
641950,Last Stonelord,RPG,[],"0 .. 20,000",0,999,,,,
601020,"Seed Of The Arcane , Episode 1",RPG,[],"0 .. 20,000",0,1299,,,,
1063340,灵幻先生 : 致敬一代僵尸道长！The Exorcist,RPG,[],"0 .. 20,000",0,499,,,,
979300,Allied Nations,RPG,[],"0 .. 20,000",0,0,,,,
1149180,The Last Promise,RPG,[],"0 .. 20,000",0,0,Fire Emblem: The Last Promise,0.0,17.0,30.58
936510,2nd Circle - Powerful Magic,RPG,[],"0 .. 20,000",0,299,,,,
778840,Armored Evolution,RPG,[],"0 .. 20,000",0,999,Armored Evolution,0.0,0.0,0.0
465510,Sinful Eden,RPG,[],"0 .. 20,000",0,699,,,,
829720,The Nature,RPG,[],"0 .. 20,000",0,399,The Guardian of Nature,2.02,0.0,0.0
792940,Sail and Sacrifice,RPG,[],"0 .. 20,000",0,269,,,,
1288370,Desert attack,RPG,[],"0 .. 20,000",0,99,,,,
908440,All For One,RPG,[],"0 .. 20,000",0,0,,,,
352440,Catacombs of the Undercity,RPG,[],"0 .. 20,000",0,499,Catacombs of the Undercity,0.0,0.0,0.0
1989740,禁忌taboo,RPG,[],"0 .. 20,000",0,299,,,,
884400,The Harbinger's Head,RPG,[],"0 .. 20,000",0,299,The Harbinger's Head,0.0,0.0,0.0
1926180,Lilium,RPG,[],"0 .. 20,000",0,1199,Lilium,0.0,0.0,0.0
434860,Wanderjahr,RPG,[],"0 .. 20,000",0,199,WanderjahR,24.0,0.0,0.0
705130,Foundation of Nightmares,RPG,[],"0 .. 20,000",0,399,,,,
1128450,光與暗之戀曲,RPG,[],"0 .. 20,000",0,399,,,,
1309290,Shadow of Valhalla,RPG,[],"0 .. 20,000",0,1999,,,,
2168490,Masarada Town Story,RPG,[],"0 .. 20,000",0,1199,,,,
2409040,Tribes & Monsters,RPG,[],"0 .. 20,000",0,499,,,,
2601240,Tokyo 30 days,RPG,[],"0 .. 20,000",0,199,,,,
1909260,Looping Bravery,RPG,[],"0 .. 20,000",0,499,,,,
1915160,Night Blood : Avenger's Tide,RPG,[],"0 .. 20,000",0,499,,,,
1061240,Quiet Sleep,RPG,[],"0 .. 20,000",0,64,The Quiet Sleep,0.5,0.0,0.0
2068040,Boxing Queen,RPG,[],"0 .. 20,000",0,499,,,,
1008600,Shadowy Contracts,RPG,[],"0 .. 20,000",0,999,,,,
1630520,EverWorld,RPG,[],"0 .. 20,000",0,1099,,,,
2433230,Reel Life,RPG,[],"0 .. 20,000",0,499,,,,
2348980,Puppet Seed,RPG,[],"0 .. 20,000",0,899,,,,
1698870,Silver Axe - The Honest Elf,RPG,[],"0 .. 20,000",0,1399,,,,
2375960,Entogious,RPG,[],"0 .. 20,000",0,549,,,,
1880160,元卡牌MetaCard,RPG,[],"0 .. 20,000",0,119,,,,
1140460,V1RUZ,RPG,[],"0 .. 20,000",0,499,,,,
1307480,Street Sniper,RPG,[],"0 .. 20,000",0,99,,,,
1625270,Reigns of Samosbor: П747,RPG,[],"0 .. 20,000",0,799,,,,
1043760,涅槃之路,RPG,[],"0 .. 20,000",0,99,,,,
3521650,Trek,RPG,[],"0 .. 20,000",0,999,Star Trek,8.03,10.59,12.07
2624230,Genso Chronicles,RPG,[],"0 .. 20,000",0,749,Genso Chronicles,14.49,15.25,0.0
1097690,Gladiator: Road to the Colosseum,RPG,[],"0 .. 20,000",0,599,,,,
1380510,Shark Attack,RPG,[],"0 .. 20,000",0,99,Shark Attack,0.0,0.0,0.0
1108310,The Demon - Nicolas Eymerich Inquisitor Audiogame,RPG,[],"0 .. 20,000",0,439,,,,
1129230,Luna Sanctus,RPG,[],"0 .. 20,000",0,499,,,,
1093830,Asterism,RPG,[],"0 .. 20,000",0,999,Asterism,0.0,0.0,0.0
1963670,Cardbob,RPG,[],"0 .. 20,000",0,999,Cardbob,0.0,0.0,0.0
1407620,Last Hope on Earth,RPG,[],"0 .. 20,000",0,899,,,,
1728430,I wanna go home,RPG,[],"0 .. 20,000",0,399,Man I Just Wanna Go Home,0.38,0.49,0.88
2782260,Heroes of the Seasons,RPG,[],"0 .. 20,000",0,699,,,,
2556930,Chrysolite,RPG,[],"0 .. 20,000",0,1499,Chrysolite,0.0,0.0,2.83
3538850,Entropy Architects,RPG,[],"0 .. 20,000",0,799,,,,
2954850,Her Shoes,RPG,[],"0 .. 20,000",0,499,,,,
1860410,Master of Vtuber,RPG,[],"0 .. 20,000",0,999,,,,
2139800,Orcen Axe,RPG,[],"0 .. 20,000",0,399,,,,
3460370,Virgin Simulator,RPG,[],"0 .. 20,000",0,499,,,,
2555220,Lovanium - The Rising Suns,RPG,[],"0 .. 20,000",0,299,,,,
2627730,i Pick Skills,RPG,[],"0 .. 20,000",0,0,,,,
1672170,FOOTBALLER,RPG,[],"0 .. 20,000",0,100,Footballer of the Year,3.98,0.0,0.0
1299130,The Apocalypse,RPG,[],"0 .. 20,000",0,0,Werewolf: The Apocalypse - Heart of the Forest,2.9,3.13,8.89
3185770,Native Isekai Defense,RPG,[],"0 .. 20,000",0,1099,,,,
2440550,Dungeon Rebound,RPG,[],"0 .. 20,000",0,99,,,,
2309250,Tribefort,RPG,[],"0 .. 20,000",0,499,,,,
2060580,Crossedland,RPG,[],"0 .. 20,000",0,1499,,,,
2122640,a survivor girl,RPG,[],"0 .. 20,000",0,399,Cat Girl Survivor,0.0,0.0,14.69
1131060,Dungeon of Eyden,RPG,[],"0 .. 20,000",0,699,Dungeon of Eyden,0.0,0.0,0.0
2928090,Dungeon Mercenaries,RPG,[],"0 .. 20,000",0,1499,,,,
1909820,ALTAIR BREAKER,RPG,[],"0 .. 20,000",0,2499,,,,
2007000,Shadow of Asha,RPG,[],"0 .. 20,000",0,599,,,,
2366440,Happy Wagon,RPG,[],"0 .. 20,000",0,299,,,,
2205510,WITCH'S : Cursed Kingdom Quest,RPG,[],"0 .. 20,000",0,199,,,,
3350910,The Fourth Anno,RPG,[],"0 .. 20,000",0,299,,,,
2759120,Captain Edward,RPG,[],"0 .. 20,000",0,299,,,,
2495620,Grace of Letoile,RPG,[],"0 .. 20,000",0,1499,Grace of Letoile,16.05,21.66,25.0
2654290,Rogues' Purgatory,RPG,[],"0 .. 20,000",0,199,,,,
2128130,The Legend of Gandar II,RPG,[],"0 .. 20,000",0,799,,,,
1559650,許願ReadyGo!,RPG,[],"0 .. 20,000",0,699,,,,
1873800,DEAD GUN,RPG,[],"0 .. 20,000",0,219,GundeadliGne,0.54,0.68,0.0
2202890,Furious Sword,RPG,[],"0 .. 20,000",0,1099,,,,
3527250,Natural Selection University,RPG,[],"0 .. 20,000",0,199,,,,
2714910,Stratum Descent,RPG,[],"0 .. 20,000",0,499,,,,
2256160,Survive Now,RPG,[],"0 .. 20,000",0,0,,,,
2817480,Eternal end,RPG,[],"0 .. 20,000",0,3499,Eternal Legend,17.14,0.0,23.47
1841160,Amata,RPG,[],"0 .. 20,000",0,999,Futamata Ren'ai: Two Times the Trouble,0.0,0.0,14.95
2986010,與妳響起的樂音 -Our DreamMelody-,RPG,[],"0 .. 20,000",0,199,,,,
2763090,Édgimon,RPG,[],"0 .. 20,000",0,499,,,,
1813240,Boss Beek-Beekeeping Simulator,RPG,[],"0 .. 20,000",0,499,,,,
2793210,Bestiary Survivors,RPG,[],"0 .. 20,000",0,699,,,,
2181280,Omega Mouse,RPG,[],"0 .. 20,000",0,0,,,,
2083560,Eva：Final Mission,RPG,[],"0 .. 20,000",0,149,,,,
2058850,Traveler's Game,RPG,[],"0 .. 20,000",0,899,,,,
2764490,带不动的七年一班 No Kids Left,RPG,[],"0 .. 20,000",0,1199,,,,
3199560,Doge Head Attack,RPG,[],"0 .. 20,000",0,299,,,,
1144130,Smash Dungeon,RPG,[],"0 .. 20,000",0,699,,,,
3418970,Y.M.C.A.背包射手的日常,RPG,[],"0 .. 20,000",0,999,,,,
3411720,Elemental Continent,RPG,[],"0 .. 20,000",0,399,,,,
3346310,Kill Me If You Can: Multiplayer Edition,RPG,[],"0 .. 20,000",0,399,,,,
2257030,SlimeCatcher,RPG,[],"0 .. 20,000",0,49,,,,
2625390,Off Grids,RPG,[],"0 .. 20,000",0,1999,,,,
2676790,EXPHYSIA,RPG,[],"0 .. 20,000",0,2499,,,,
2150840,Hearthkeeper,RPG,[],"0 .. 20,000",0,299,,,,
3164820,Tales Of The White Knight,RPG,[],"0 .. 20,000",0,899,,,,
3135900,Dawn of Survivor,RPG,[],"0 .. 20,000",0,299,Dawn of Survivors,0.0,0.0,0.0
1779760,Moka Future,RPG,[],"0 .. 20,000",0,199,,,,
2337970,March of Tulpas:Xanadu,RPG,[],"0 .. 20,000",0,899,,,,
2737960,Rise of the Village Hero,RPG,[],"0 .. 20,000",0,419,,,,
2765940,Polygon Hell,RPG,[],"0 .. 20,000",0,0,,,,
2760970,Crop and Claw,RPG,[],"0 .. 20,000",0,395,,,,
2123030,Idle magic herb,RPG,[],"0 .. 20,000",0,149,,,,
2169810,Mermaid,RPG,[],"0 .. 20,000",0,499,The Mermaid Mask,9.26,11.87,13.1
2811040,Crystal Survivor,RPG,[],"0 .. 20,000",0,399,,,,
2633860,Guild of Rogues,RPG,[],"0 .. 20,000",0,999,,,,
3379150,Adventurous Slime,RPG,[],"0 .. 20,000",0,599,,,,
3231920,Project SJHG,RPG,[],"0 .. 20,000",0,999,,,,
3295110,LEVEL 37,RPG,[],"0 .. 20,000",0,399,,,,
2207550,Infected Chronicles: Surviving the Zombie Apocalypse,RPG,[],"0 .. 20,000",0,499,,,,
2830250,Grand Soul Story,RPG,[],"0 .. 20,000",0,1499,,,,
2121610,The Events at Unity Farm,RPG,[],"0 .. 20,000",0,1999,,,,
2814060,Skulltide,RPG,[],"0 .. 20,000",0,1299,,,,
2361240,天神印（THE BLOCKADE）,RPG,[],"0 .. 20,000",0,0,,,,
2883630,glitter,RPG,[],"0 .. 20,000",0,2999,Glittermitten Grove,5.54,7.89,10.8
2250400,MicroCrawl,RPG,[],"0 .. 20,000",0,199,Microcrawl,0.0,0.0,0.0
3197860,Infinite Idle: Online Clicker RPG,RPG,[],"0 .. 20,000",0,199,,,,
2912020,Patriotika RPG: Shadow World,RPG,[],"0 .. 20,000",0,1499,,,,
